task,caseid,user,LogType,elementId,processId,resourceId,end_timestamp,start_timestamp
R,1098,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T06:16:58.496,2020-10-16T22:11:49.952
S,1098,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T06:27:49.009,2020-10-17T06:16:58.496
T,1098,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T06:36:44.658,2020-10-17T06:27:49.009
A,1099,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T17:44:02.855,2020-10-16T17:38:12.853
B,1099,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T17:47:51.862,2020-10-16T17:46:04.855
G,1099,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T18:30:56.290,2020-10-16T18:24:33.354
F,1099,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T18:31:44.699,2020-10-16T18:30:56.290
D,1099,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T18:47:55.602,2020-10-16T18:31:44.699
H,1099,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T18:58:20.621,2020-10-16T18:47:55.602
C,1099,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T19:00:57.061,2020-10-16T18:58:20.621
E,1099,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T19:12:50.322,2020-10-16T19:00:57.061
I,1099,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:04:55.748,2020-10-16T20:03:55.748
J,1099,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:22:37.490,2020-10-16T21:15:29.547
K,1099,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:49:47.522,2020-10-16T21:49:45.522
M,1099,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:59:44.830,2020-10-16T21:51:47.522
U,1099,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-10-16T22:01:02.385,2020-10-16T21:59:44.830
V,1099,GHI-000002,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-10-17T01:15:48.769,2020-10-16T22:01:02.385
X,1099,GHI-000001,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-10-17T01:20:23.682,2020-10-17T01:15:48.769
R,1099,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T02:12:20.581,2020-10-17T01:20:23.682
S,1099,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T02:15:21.361,2020-10-17T02:12:20.581
T,1099,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T02:46:14.100,2020-10-17T02:15:21.361
A,11,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-06T21:02:12.240,2020-04-06T20:43:15.991
B,11,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-06T22:59:54.480,2020-04-06T22:39:02.957
G,11,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T02:13:40.278,2020-04-07T01:51:28.828
F,11,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T02:14:00.715,2020-04-07T02:13:40.278
D,11,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T02:16:48.326,2020-04-07T02:14:00.715
H,11,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T02:18:28.321,2020-04-07T02:16:48.326
C,11,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T02:39:41.721,2020-04-07T02:18:28.321
E,11,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T02:54:09.798,2020-04-07T02:39:41.721
I,11,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T05:00:40.189,2020-04-07T04:59:40.189
P,11,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-04-07T06:27:21.733,2020-04-07T06:25:14.741
Q,11,DEF-000002,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T10:21:01.046,2020-04-07T09:47:38.228
R,11,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T13:10:05.270,2020-04-07T12:21:05.871
S,11,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T14:37:04.133,2020-04-07T14:30:33.656
T,11,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-07T16:00:51.898,2020-04-07T16:00:16.199
A,110,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T17:37:41.808,2020-04-22T17:30:23.884
B,110,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T19:01:04.501,2020-04-22T18:59:25.309
G,110,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T20:34:26.949,2020-04-22T20:27:44.230
F,110,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T20:37:43.442,2020-04-22T20:34:26.949
D,110,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T20:43:59.477,2020-04-22T20:37:43.442
H,110,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T20:48:55.616,2020-04-22T20:43:59.477
C,110,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T20:49:40.276,2020-04-22T20:48:55.616
E,110,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-04-22T20:53:47.066,2020-04-22T20:49:40.276
P,110,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-04-23T01:53:55.659,2020-04-23T01:50:18.159
Q,110,DEF-000001,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-23T02:51:23.987,2020-04-23T02:26:34.610
R,110,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-23T17:07:40.486,2020-04-23T07:28:44.861
S,110,DEF-000003,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-23T17:18:00.982,2020-04-23T17:13:47.845
T,110,DEF-000001,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-23T17:36:50.848,2020-04-23T17:18:32.133
I,110,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-04-23T19:12:50.475,2020-04-23T19:11:50.475
P,110,ABC-000001,MXML.EnactmentLog,Task_0tm4h1h,Process_1,QBP_DEFAULT_RESOURCE,2020-04-23T21:58:28.596,2020-04-23T21:48:14.082
Q,110,DEF-000002,MXML.EnactmentLog,Task_08t6quk,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-23T23:39:42.353,2020-04-23T21:58:28.596
R,110,DEF-000002,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-24T01:08:16.567,2020-04-23T23:52:34.984
S,110,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-24T01:18:32.313,2020-04-24T01:08:16.567
T,110,DEF-000002,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-04-24T01:57:01.180,2020-04-24T01:18:32.313
A,1100,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T19:21:20.817,2020-10-16T19:13:54.322
B,1100,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:00:19.737,2020-10-16T19:57:47.892
G,1100,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:09:20.814,2020-10-16T20:04:57.748
F,1100,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:12:43.940,2020-10-16T20:09:20.814
D,1100,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:21:24.642,2020-10-16T20:12:43.940
H,1100,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:33:03.683,2020-10-16T20:21:24.642
C,1100,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:38:36.459,2020-10-16T20:33:03.683
E,1100,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:54:27.027,2020-10-16T20:38:36.459
I,1100,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:51:47.522,2020-10-16T21:50:47.522
J,1100,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T22:15:40.827,2020-10-16T22:07:10.470
K,1100,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T22:16:44.827,2020-10-16T22:16:42.827
L,1100,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T22:59:20.203,2020-10-16T22:45:26.195
A,1101,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T19:32:45.491,2020-10-16T19:21:20.817
B,1101,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:03:55.748,2020-10-16T20:00:19.737
G,1101,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:59:06.387,2020-10-16T20:54:27.027
F,1101,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T20:59:33.198,2020-10-16T20:59:06.387
D,1101,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:11:06.108,2020-10-16T20:59:33.198
H,1101,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:12:40.500,2020-10-16T21:11:06.108
C,1101,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:13:12.915,2020-10-16T21:12:40.500
E,1101,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T21:15:29.547,2020-10-16T21:13:12.915
I,1101,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T22:16:40.827,2020-10-16T22:15:40.827
J,1101,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T22:28:39.044,2020-10-16T22:16:44.827
K,1101,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T22:59:22.203,2020-10-16T22:59:20.203
L,1101,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T23:03:51.182,2020-10-16T22:59:22.203
O,1101,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2020-10-16T23:27:57.495,2020-10-16T23:03:51.182
BB,1101,MNO-000003,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-16T23:30:02.751,2020-10-16T23:27:57.495
CC,1101,MNO-000001,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-17T04:15:04.833,2020-10-16T23:30:02.751
DD,1101,MNO-000002,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-17T04:21:46.413,2020-10-17T04:15:04.833
R,1101,DEF-000003,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T07:07:55.676,2020-10-17T04:21:46.413
S,1101,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T07:34:15.161,2020-10-17T07:07:55.676
T,1101,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T07:45:47.839,2020-10-17T07:34:15.161
I,1101,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-17T07:46:47.839,2020-10-17T07:45:47.839
J,1101,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-17T07:49:37.957,2020-10-17T07:46:47.839
K,1101,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-17T07:49:39.957,2020-10-17T07:49:37.957
M,1101,ABC-000001,MXML.EnactmentLog,Task_0tkh9qf,Process_1,QBP_DEFAULT_RESOURCE,2020-10-17T07:52:16.845,2020-10-17T07:49:39.957
O,1101,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2020-10-17T07:59:21.275,2020-10-17T07:52:16.845
U,1101,GHI-000003,MXML.EnactmentLog,Task_1abbjnw,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-10-17T08:13:25.981,2020-10-17T07:52:16.845
N,1101,ABC-000001,MXML.EnactmentLog,Task_1k76one,Process_1,QBP_DEFAULT_RESOURCE,2020-10-17T08:27:28.052,2020-10-17T07:59:21.275
BB,1101,MNO-000002,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-17T08:07:41.919,2020-10-17T07:59:21.275
CC,1101,MNO-000001,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-17T10:00:55.305,2020-10-17T08:07:41.919
V,1101,GHI-000002,MXML.EnactmentLog,Task_0oq0sec,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-10-17T09:03:02.689,2020-10-17T08:13:25.981
Y,1101,JKL-000002,MXML.EnactmentLog,Task_1n1wfe0,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-10-17T08:33:33.157,2020-10-17T08:27:28.052
Z,1101,JKL-000001,MXML.EnactmentLog,Task_0t0yzbp,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-10-17T11:56:05.374,2020-10-17T08:33:33.157
X,1101,GHI-000001,MXML.EnactmentLog,Task_0qw0y7l,Process_1,qbp_e79fc9c0-b70d-4c52-acb5-7a2416e6086c,2020-10-17T09:05:57.172,2020-10-17T09:03:02.689
DD,1101,MNO-000001,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-17T10:03:19.680,2020-10-17T10:00:55.305
AA,1101,JKL-000002,MXML.EnactmentLog,Task_06c1top,Process_1,qbp_9e01c3e7-c984-422e-8d68-fa0e168e5af5,2020-10-17T12:04:51.714,2020-10-17T11:56:05.374
R,1101,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T12:24:08.407,2020-10-17T12:04:51.714
S,1101,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T12:43:35.673,2020-10-17T12:24:08.407
T,1101,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-17T12:46:04.730,2020-10-17T12:43:35.673
A,1102,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:06:43.993,2020-10-19T12:06:42.747
B,1102,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:09:11.839,2020-10-19T12:06:43.993
G,1102,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:35:44.511,2020-10-19T12:09:11.839
F,1102,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:35:52.968,2020-10-19T12:35:44.511
D,1102,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:41:58.313,2020-10-19T12:35:52.968
H,1102,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:49:59.329,2020-10-19T12:41:58.313
C,1102,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:54:48.004,2020-10-19T12:49:59.329
E,1102,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T12:59:47.070,2020-10-19T12:54:48.004
I,1102,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:55:12.161,2020-10-19T13:54:12.161
J,1102,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:57:41.538,2020-10-19T13:55:12.161
K,1102,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:57:43.538,2020-10-19T13:57:41.538
L,1102,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:58:22.680,2020-10-19T13:57:43.538
A,1103,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:10:12.601,2020-10-19T12:59:47.070
B,1103,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:19:03.189,2020-10-19T13:10:12.601
G,1103,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:30:07.561,2020-10-19T13:19:03.189
F,1103,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:31:57.100,2020-10-19T13:30:07.561
D,1103,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:34:05.933,2020-10-19T13:31:57.100
H,1103,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:46:37.098,2020-10-19T13:34:05.933
C,1103,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:46:44.839,2020-10-19T13:46:37.098
E,1103,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T13:54:12.161,2020-10-19T13:46:44.839
I,1103,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T14:15:17.762,2020-10-19T14:14:17.762
J,1103,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T14:20:45.245,2020-10-19T14:15:17.762
K,1103,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T14:20:47.245,2020-10-19T14:20:45.245
O,1103,ABC-000001,MXML.EnactmentLog,Task_1l1hbv6,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T14:55:18.157,2020-10-19T14:20:47.245
BB,1103,MNO-000001,MXML.EnactmentLog,Task_1pzwok3,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-19T15:07:38.019,2020-10-19T14:55:18.157
CC,1103,MNO-000003,MXML.EnactmentLog,Task_0t6ryvv,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-19T16:17:29.857,2020-10-19T15:07:38.019
DD,1103,MNO-000002,MXML.EnactmentLog,Task_1e72t9f,Process_1,qbp_e91ea0ac-6218-4bdc-bfab-beccf73d8794,2020-10-19T16:21:16.251,2020-10-19T16:17:29.857
R,1103,DEF-000001,MXML.EnactmentLog,Task_00cy468,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-19T16:59:35.812,2020-10-19T16:21:16.251
S,1103,DEF-000002,MXML.EnactmentLog,Task_0iex542,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-19T17:26:17.513,2020-10-19T16:59:35.812
T,1103,DEF-000003,MXML.EnactmentLog,Task_02gig04,Process_1,qbp_e0f3afa2-70df-4a0f-a0f2-dfcbd3484bdb,2020-10-19T18:24:01.176,2020-10-19T17:26:17.513
A,1104,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T17:41:54.583,2020-10-19T17:38:18.701
B,1104,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T17:51:58.882,2020-10-19T17:41:54.583
G,1104,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T17:55:03.412,2020-10-19T17:51:58.882
F,1104,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T17:58:10.859,2020-10-19T17:55:03.412
D,1104,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T18:18:28.243,2020-10-19T17:58:10.859
H,1104,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T18:39:00.496,2020-10-19T18:18:28.243
C,1104,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T18:46:46.765,2020-10-19T18:39:00.496
E,1104,ABC-000001,MXML.EnactmentLog,Task_1f0rzqa,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T19:05:31.668,2020-10-19T18:46:46.765
I,1104,ABC-000001,MXML.EnactmentLog,Task_1eucwiz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T19:38:50.736,2020-10-19T19:37:50.736
J,1104,ABC-000001,MXML.EnactmentLog,Task_17qz3y7,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T20:00:10.099,2020-10-19T19:51:25.591
K,1104,ABC-000001,MXML.EnactmentLog,Task_19qrdf3,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T21:33:03.128,2020-10-19T21:33:01.128
L,1104,ABC-000001,MXML.EnactmentLog,Task_0jnkm8s,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T21:42:36.536,2020-10-19T21:34:03.128
A,1105,ABC-000001,MXML.EnactmentLog,Task_1mwrpiw,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T19:33:41.646,2020-10-19T19:05:31.668
B,1105,ABC-000001,MXML.EnactmentLog,Task_1w88vmv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T19:43:56.172,2020-10-19T19:38:50.736
G,1105,ABC-000001,MXML.EnactmentLog,Task_0pf3qxv,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T20:03:48.041,2020-10-19T20:00:10.099
F,1105,ABC-000001,MXML.EnactmentLog,Task_0dfp9e9,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T20:03:55.308,2020-10-19T20:03:48.041
D,1105,ABC-000001,MXML.EnactmentLog,Task_1u4gdar,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T20:35:48.351,2020-10-19T20:03:55.308
H,1105,ABC-000001,MXML.EnactmentLog,Task_1yczilm,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T20:42:04.535,2020-10-19T20:35:48.351
C,1105,ABC-000001,MXML.EnactmentLog,Task_1xhajjz,Process_1,QBP_DEFAULT_RESOURCE,2020-10-19T20:43:30.593,2020-10-19T20:42:04.535
