task,caseid,user,LogType,case_variant,elementId,processId,resourceCost,resourceId,end_timestamp,start_timestamp
Process drop-off,9843,Technician-000002,MXML.EnactmentLog,3,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6154375000000001,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:22:47.903,2019-05-28T21:21:19.280
Enter prescription details,9843,Technician-000002,MXML.EnactmentLog,3,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1402222222222222,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:13:54.716,2019-05-31T12:11:10.524
Check if refill is allowed,9843,Pharmacy System-000001,MXML.EnactmentLog,3,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:13:54.716,2019-05-31T12:13:54.716
Check DUR,9843,Pharmacy System-000001,MXML.EnactmentLog,3,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:13:54.716,2019-05-31T12:13:54.716
Check Insurance,9843,Pharmacy System-000001,MXML.EnactmentLog,3,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:13:54.716,2019-05-31T12:13:54.716
Resolve insurance issues manually,9843,Technician-000001,MXML.EnactmentLog,3,sid-376F3213-4B1D-4DAB-89CC-60F051627586,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,6.547534722222222,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:17:54.404,2019-06-04T10:02:11.559
Pack the drugs (Production),9843,Technician-000003,MXML.EnactmentLog,3,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2315416666666668,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:09:19.424,2019-06-05T11:06:22.082
Check for Quality Assurance,9843,Pharmacist-000001,MXML.EnactmentLog,3,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8706527777777777,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-05T11:10:22.111,2019-06-05T11:09:19.424
Pick-up,9843,Technician-000001,MXML.EnactmentLog,3,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9201736111111111,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T15:07:27.379,2019-06-05T15:05:14.874
Process drop-off,9844,Technician-000003,MXML.EnactmentLog,5,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7009791666666667,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:23:55.178,2019-05-28T21:22:14.237
Enter prescription details,9844,Technician-000003,MXML.EnactmentLog,5,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.0507152777777777,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:14:21.242,2019-05-31T12:11:49.939
Check if refill is allowed,9844,Pharmacy System-000001,MXML.EnactmentLog,5,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:14:21.242,2019-05-31T12:14:21.242
Contact Doctor about refill,9844,Technician-000003,MXML.EnactmentLog,5,sid-E31F3A7F-28E3-47E5-8BBF-8CF7E1C37E9C,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,2.570847222222222,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:08:55.158,2019-06-04T10:02:44.956
Check DUR,9844,Pharmacy System-000001,MXML.EnactmentLog,5,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-06-04T10:08:55.158,2019-06-04T10:08:55.158
Check Insurance,9844,Pharmacy System-000001,MXML.EnactmentLog,5,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-06-04T10:08:55.158,2019-06-04T10:08:55.158
Pack the drugs (Production),9844,Technician-000002,MXML.EnactmentLog,5,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2681736111111113,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:04:55.234,2019-06-05T11:01:52.617
Check for Quality Assurance,9844,Pharmacist-000001,MXML.EnactmentLog,5,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8007222222222222,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-05T11:05:52.886,2019-06-05T11:04:55.234
Pick-up,9844,Technician-000003,MXML.EnactmentLog,5,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1448472222222221,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T15:06:50.325,2019-06-05T15:04:05.467
Process drop-off,9845,Technician-000001,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6455555555555555,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:30:28.476,2019-05-28T21:28:55.516
Enter prescription details,9845,Technician-000001,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1209583333333335,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:18:01.062,2019-05-31T12:15:19.644
Check if refill is allowed,9845,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:18:01.062,2019-05-31T12:18:01.062
Check DUR,9845,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:18:01.062,2019-05-31T12:18:01.062
Check Insurance,9845,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:18:01.062,2019-05-31T12:18:01.062
Pack the drugs (Production),9845,Technician-000002,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1792083333333334,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:10:03.317,2019-06-04T10:07:13.511
Check for Quality Assurance,9845,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7388472222222223,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-04T10:10:56.514,2019-06-04T10:10:03.317
Pick-up,9845,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1210833333333334,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:06:21.891,2019-06-05T11:03:40.455
Process drop-off,9846,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7054513888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:31:46.723,2019-05-28T21:30:05.138
Enter prescription details,9846,Technician-000003,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.0424444444444443,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:19:05.323,2019-05-31T12:16:35.211
Check if refill is allowed,9846,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:19:05.323,2019-05-31T12:19:05.323
Check DUR,9846,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:19:05.323,2019-05-31T12:19:05.323
Check Insurance,9846,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:19:05.323,2019-05-31T12:19:05.323
Pack the drugs (Production),9846,Technician-000003,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1758263888888887,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:11:44.477,2019-06-04T10:08:55.158
Check for Quality Assurance,9846,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.7480833333333333,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-04T10:12:38.339,2019-06-04T10:11:44.477
Pick-up,9846,Technician-000002,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9628680555555555,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:07:13.887,2019-06-05T11:04:55.234
Process drop-off,9847,Technician-000003,MXML.EnactmentLog,6,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.5955138888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:33:11.175,2019-05-28T21:31:45.421
Enter prescription details,9847,Technician-000001,MXML.EnactmentLog,6,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8110486111111112,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:19:57.853,2019-05-31T12:18:01.062
Check if refill is allowed,9847,Pharmacy System-000001,MXML.EnactmentLog,6,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:19:57.853,2019-05-31T12:19:57.853
Check DUR,9847,Pharmacy System-000001,MXML.EnactmentLog,6,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:19:57.853,2019-05-31T12:19:57.853
Resolve DUR manually,9847,Pharmacist-000001,MXML.EnactmentLog,6,sid-2D8F96BD-C99A-4D36-A951-AC29CB4A1B4A,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.5312777777777778,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-05-31T12:20:36.105,2019-05-31T12:19:57.853
Check Insurance,9847,Pharmacy System-000001,MXML.EnactmentLog,6,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:20:36.105,2019-05-31T12:20:36.105
Resolve insurance issues manually,9847,Technician-000002,MXML.EnactmentLog,6,sid-376F3213-4B1D-4DAB-89CC-60F051627586,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.022749999999999996,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:10:06.593,2019-06-04T10:10:03.317
Pack the drugs (Production),9847,Technician-000003,MXML.EnactmentLog,6,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.3146458333333335,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:06:22.082,2019-06-05T11:03:12.773
Check for Quality Assurance,9847,Pharmacist-000001,MXML.EnactmentLog,6,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8848472222222223,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-05T11:07:25.791,2019-06-05T11:06:22.082
Pick-up,9847,Technician-000002,MXML.EnactmentLog,6,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9573194444444445,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T15:07:05.019,2019-06-05T15:04:47.165
Process drop-off,9848,Technician-000003,MXML.EnactmentLog,9,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.5984999999999999,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:40:19.119,2019-05-28T21:38:52.935
Enter prescription details,9848,Technician-000002,MXML.EnactmentLog,9,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1138402777777778,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:28:38.919,2019-05-31T12:25:58.526
Check if refill is allowed,9848,Pharmacy System-000001,MXML.EnactmentLog,9,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:28:38.919,2019-05-31T12:28:38.919
Check DUR,9848,Pharmacy System-000001,MXML.EnactmentLog,9,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:28:38.919,2019-05-31T12:28:38.919
Check Insurance,9848,Pharmacy System-000001,MXML.EnactmentLog,9,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:28:38.919,2019-05-31T12:28:38.919
Resolve insurance issues manually,9848,Technician-000002,MXML.EnactmentLog,9,sid-376F3213-4B1D-4DAB-89CC-60F051627586,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,3.9089722222222227,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:22:57.604,2019-06-04T10:13:34.712
Pick-up,9848,Technician-000003,MXML.EnactmentLog,9,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9175347222222222,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:11:31.549,2019-06-05T11:09:19.424
Process drop-off,9849,Technician-000003,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6283958333333333,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:44:41.321,2019-05-28T21:43:10.832
Enter prescription details,9849,Technician-000001,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1221041666666667,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:33:16.578,2019-05-31T12:30:34.995
Check if refill is allowed,9849,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:33:16.578,2019-05-31T12:33:16.578
Check DUR,9849,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:33:16.578,2019-05-31T12:33:16.578
Check Insurance,9849,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:33:16.578,2019-05-31T12:33:16.578
Pack the drugs (Production),9849,Technician-000001,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.035388888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:20:23.500,2019-06-04T10:17:54.404
Check for Quality Assurance,9849,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9665416666666666,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-04T10:21:33.091,2019-06-04T10:20:23.500
Pick-up,9849,Technician-000002,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9477291666666667,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:09:30.360,2019-06-05T11:07:13.887
Process drop-off,985,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6390138888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-03-29T16:47:03.638,2019-03-29T16:45:31.620
Enter prescription details,985,Technician-000001,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9825625,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-03-29T19:59:41.262,2019-03-29T19:57:19.773
Check if refill is allowed,985,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-03-29T19:59:41.262,2019-03-29T19:59:41.262
Check DUR,985,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-03-29T19:59:41.262,2019-03-29T19:59:41.262
Check Insurance,985,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-03-29T19:59:41.262,2019-03-29T19:59:41.262
Pack the drugs (Production),985,Technician-000002,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1779444444444442,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-01T12:06:28.862,2019-04-01T12:03:39.238
Check for Quality Assurance,985,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8904027777777778,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-04-01T12:08:28.560,2019-04-01T12:07:24.451
Pick-up,985,Technician-000002,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.011090277777778,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-04-01T15:51:57.576,2019-04-01T15:49:31.979
Process drop-off,9850,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6902847222222223,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:46:32.801,2019-05-28T21:44:53.400
Enter prescription details,9850,Technician-000001,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.9191041666666667,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:35:28.929,2019-05-31T12:33:16.578
Check if refill is allowed,9850,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:35:28.929,2019-05-31T12:35:28.929
Check DUR,9850,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:35:28.929,2019-05-31T12:35:28.929
Check Insurance,9850,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:35:28.929,2019-05-31T12:35:28.929
Pack the drugs (Production),9850,Technician-000003,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2933680555555556,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:21:50.508,2019-06-04T10:18:44.263
Check for Quality Assurance,9850,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.852111111111111,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-04T10:22:51.860,2019-06-04T10:21:50.508
Pick-up,9850,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.978638888888889,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:11:03.343,2019-06-05T11:08:42.419
Process drop-off,9851,Technician-000002,MXML.EnactmentLog,1,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6603125,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:54:36.161,2019-05-28T21:53:01.076
Enter prescription details,9851,Technician-000001,MXML.EnactmentLog,1,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1419374999999998,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:41:14.556,2019-05-31T12:38:30.117
Check if refill is allowed,9851,Pharmacy System-000001,MXML.EnactmentLog,1,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:41:14.556,2019-05-31T12:41:14.556
Check DUR,9851,Pharmacy System-000001,MXML.EnactmentLog,1,sid-2B439B6B-4DD1-4D40-902D-43B7C4F215AB,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:41:14.556,2019-05-31T12:41:14.556
Check Insurance,9851,Pharmacy System-000001,MXML.EnactmentLog,1,sid-D859AC4F-3984-4A6B-8366-62B226C4DD53,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:41:14.556,2019-05-31T12:41:14.556
Pack the drugs (Production),9851,Technician-000002,MXML.EnactmentLog,1,sid-A4A84A0D-A58B-4650-A3F2-D1967DB8C146,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2554375,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-04T10:25:58.387,2019-06-04T10:22:57.604
Check for Quality Assurance,9851,Pharmacist-000001,MXML.EnactmentLog,1,sid-18F562AE-0F3A-489F-8660-38E177904BB0,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.8624166666666667,sid-FAF2CD12-620C-4F4C-AE70-862B185EF9BE,2019-06-04T10:27:00.481,2019-06-04T10:25:58.387
Pick-up,9851,Technician-000001,MXML.EnactmentLog,1,sid-6305CEC6-25BA-4B0F-8CF1-2AD6F76D8B9E,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.1858472222222223,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-06-05T11:13:54.105,2019-06-05T11:11:03.343
Process drop-off,9852,Technician-000003,MXML.EnactmentLog,3,sid-B116665C-63B7-4D81-A47A-358CE898E122,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,0.6238055555555556,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-28T21:58:39.034,2019-05-28T21:57:09.206
Enter prescription details,9852,Technician-000002,MXML.EnactmentLog,3,sid-B9F72F21-DC8A-4873-9E04-B19ED7381ADC,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,1.2535208333333334,sid-C1BCD679-E133-4F46-9956-013E1F9E0BD1,2019-05-31T12:43:25.634,2019-05-31T12:40:25.127
Check if refill is allowed,9852,Pharmacy System-000001,MXML.EnactmentLog,3,sid-0B0AE587-EE27-414E-A051-D91E1866E1C3,sid-841F35F3-ABD1-4ABA-B8AD-28581544A987,,sid-66F243A5-4165-4803-805B-A5F6BB41B476,2019-05-31T12:43:25.634,2019-05-31T12:43:25.634
