task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Notificacion estudiante cancelacion soli,115006,18929,Notificacion estudiante cancelacion soli,18929,Fluxicon Disco,Variant 1,1,2016-05-17T19:47:07.000,2016-05-17T19:47:07.000
End,115006,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-17T19:47:07.000,2016-05-17T19:47:07.000
Start,115054,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T01:31:22.000,2016-04-28T01:31:22.000
Traer informacion estudiante - banner,115054,8688,Traer informacion estudiante - banner,8688,Fluxicon Disco,Variant 1,1,2016-04-28T01:31:22.000,2016-04-28T01:31:22.000
Radicar Solicitud Homologacion,115054,8688,Radicar Solicitud Homologacion,8688,Fluxicon Disco,Variant 1,1,2016-04-28T01:31:23.000,2016-04-28T01:31:23.000
Cancelar Solicitud,115054,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-04-28T01:39:26.000,2016-04-28T01:35:49.000
Notificacion estudiante cancelacion soli,115054,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-04-28T18:37:51.000,2016-04-28T18:37:51.000
End,115054,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-28T18:37:51.000,2016-04-28T18:37:51.000
Start,115055,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T01:36:04.000,2016-04-28T01:36:04.000
Traer informacion estudiante - banner,115055,8688,Traer informacion estudiante - banner,8688,Fluxicon Disco,Variant 1,1,2016-04-28T01:36:04.000,2016-04-28T01:36:04.000
Radicar Solicitud Homologacion,115055,8688,Radicar Solicitud Homologacion,8688,Fluxicon Disco,Variant 1,1,2016-04-28T01:36:06.000,2016-04-28T01:36:06.000
Cancelar Solicitud,115055,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-04-28T01:41:55.000,2016-04-28T01:40:05.000
Notificacion estudiante cancelacion soli,115055,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-04-28T16:50:41.000,2016-04-28T16:50:41.000
End,115055,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-28T16:50:41.000,2016-04-28T16:50:41.000
Start,115061,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T02:03:08.000,2016-04-28T02:03:08.000
Traer informacion estudiante - banner,115061,11515,Traer informacion estudiante - banner,11515,Fluxicon Disco,Variant 1,1,2016-04-28T02:03:08.000,2016-04-28T02:03:08.000
Radicar Solicitud Homologacion,115061,11515,Radicar Solicitud Homologacion,11515,Fluxicon Disco,Variant 1,1,2016-04-28T02:19:09.000,2016-04-28T02:03:09.000
Cancelar Solicitud,115061,1707,Cancelar Solicitud,1707,Fluxicon Disco,Variant 1,1,2016-05-01T14:10:50.000,2016-05-01T14:09:44.000
Notificacion estudiante cancelacion soli,115061,1707,Notificacion estudiante cancelacion soli,1707,Fluxicon Disco,Variant 1,1,2016-05-02T16:06:22.000,2016-05-02T16:06:22.000
End,115061,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-02T16:06:22.000,2016-05-02T16:06:22.000
Start,115202,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T05:29:31.000,2016-04-28T05:29:31.000
Traer informacion estudiante - banner,115202,22950,Traer informacion estudiante - banner,22950,Fluxicon Disco,Variant 1,1,2016-04-28T05:29:31.000,2016-04-28T05:29:31.000
Radicar Solicitud Homologacion,115202,22950,Radicar Solicitud Homologacion,22950,Fluxicon Disco,Variant 1,1,2016-04-28T06:23:10.000,2016-04-28T05:29:32.000
Cancelar Solicitud,115202,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-05-06T22:53:03.000,2016-05-06T22:38:42.000
Notificacion estudiante cancelacion soli,115202,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-05-11T19:35:37.000,2016-05-11T19:35:37.000
End,115202,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-11T19:35:37.000,2016-05-11T19:35:37.000
Start,115252,Start,Start,Start,Fluxicon Disco,Variant 9,9,2016-04-28T15:07:10.000,2016-04-28T15:07:10.000
Traer informacion estudiante - banner,115252,6572,Traer informacion estudiante - banner,6572,Fluxicon Disco,Variant 9,9,2016-04-28T15:07:10.000,2016-04-28T15:07:10.000
Radicar Solicitud Homologacion,115252,6572,Radicar Solicitud Homologacion,6572,Fluxicon Disco,Variant 9,9,2016-04-28T15:07:23.000,2016-04-28T15:07:12.000
Validar solicitud,115252,1707,Validar solicitud,1707,Fluxicon Disco,Variant 9,9,2016-04-28T15:35:15.000,2016-04-28T15:18:27.000
Cancelar Solicitud,115252,6572,Cancelar Solicitud,6572,Fluxicon Disco,Variant 9,9,2016-04-28T15:36:42.000,2016-04-28T15:18:28.000
Notificacion estudiante cancelacion soli,115252,6572,Notificacion estudiante cancelacion soli,6572,Fluxicon Disco,Variant 9,9,2016-05-02T17:33:04.000,2016-05-02T17:33:04.000
End,115252,End,End,End,Fluxicon Disco,Variant 9,9,2016-05-02T17:33:04.000,2016-05-02T17:33:04.000
Start,115253,Start,Start,Start,Fluxicon Disco,Variant 7,7,2016-04-28T15:18:49.000,2016-04-28T15:18:49.000
Traer informacion estudiante - banner,115253,6572,Traer informacion estudiante - banner,6572,Fluxicon Disco,Variant 7,7,2016-04-28T15:18:49.000,2016-04-28T15:18:49.000
Radicar Solicitud Homologacion,115253,6572,Radicar Solicitud Homologacion,6572,Fluxicon Disco,Variant 7,7,2016-04-28T15:19:02.000,2016-04-28T15:18:51.000
Cancelar Solicitud,115253,6572,Cancelar Solicitud,6572,Fluxicon Disco,Variant 7,7,2016-04-28T15:48:41.000,2016-04-28T15:30:39.000
Validar solicitud,115253,1707,Validar solicitud,1707,Fluxicon Disco,Variant 7,7,2016-04-28T15:47:17.000,2016-04-28T15:30:39.000
Notificacion estudiante cancelacion soli,115253,6572,Notificacion estudiante cancelacion soli,6572,Fluxicon Disco,Variant 7,7,2016-05-02T17:33:20.000,2016-05-02T17:33:20.000
End,115253,End,End,End,Fluxicon Disco,Variant 7,7,2016-05-02T17:33:20.000,2016-05-02T17:33:20.000
Start,115254,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-04-28T17:09:33.000,2016-04-28T17:09:33.000
Traer informacion estudiante - banner,115254,4457,Traer informacion estudiante - banner,4457,Fluxicon Disco,Variant 2,2,2016-04-28T17:09:33.000,2016-04-28T17:09:33.000
Radicar Solicitud Homologacion,115254,4457,Radicar Solicitud Homologacion,4457,Fluxicon Disco,Variant 2,2,2016-04-28T17:09:41.000,2016-04-28T17:09:34.000
Validar solicitud,115254,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-04-28T17:19:05.000,2016-04-28T17:17:23.000
Homologacion por grupo de cursos,115254,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-04-28T19:56:28.000,2016-04-28T19:55:39.000
End,115254,End,End,End,Fluxicon Disco,Variant 2,2,2016-04-28T19:56:28.000,2016-04-28T19:56:28.000
Start,115306,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T17:36:38.000,2016-04-28T17:36:38.000
Traer informacion estudiante - banner,115306,4708,Traer informacion estudiante - banner,4708,Fluxicon Disco,Variant 1,1,2016-04-28T17:36:38.000,2016-04-28T17:36:38.000
Radicar Solicitud Homologacion,115306,4708,Radicar Solicitud Homologacion,4708,Fluxicon Disco,Variant 1,1,2016-04-28T17:36:56.000,2016-04-28T17:36:39.000
Cancelar Solicitud,115306,9184,Cancelar Solicitud,9184,Fluxicon Disco,Variant 1,1,2016-04-28T21:07:33.000,2016-04-28T17:54:28.000
Notificacion estudiante cancelacion soli,115306,9184,Notificacion estudiante cancelacion soli,9184,Fluxicon Disco,Variant 1,1,2016-06-03T19:00:34.000,2016-06-03T19:00:34.000
End,115306,End,End,End,Fluxicon Disco,Variant 1,1,2016-06-03T19:00:34.000,2016-06-03T19:00:34.000
Start,115307,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-04-28T17:37:46.000,2016-04-28T17:37:46.000
Traer informacion estudiante - banner,115307,8032,Traer informacion estudiante - banner,8032,Fluxicon Disco,Variant 2,2,2016-04-28T17:37:46.000,2016-04-28T17:37:46.000
Radicar Solicitud Homologacion,115307,8032,Radicar Solicitud Homologacion,8032,Fluxicon Disco,Variant 2,2,2016-04-28T17:37:53.000,2016-04-28T17:37:47.000
Validar solicitud,115307,22404,Validar solicitud,22404,Fluxicon Disco,Variant 2,2,2016-04-28T18:32:02.000,2016-04-28T17:44:25.000
Homologacion por grupo de cursos,115307,22404,Homologacion por grupo de cursos,22404,Fluxicon Disco,Variant 2,2,2016-05-06T18:04:54.000,2016-05-06T17:22:10.000
End,115307,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-06T18:04:54.000,2016-05-06T18:04:54.000
Start,115308,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-04-28T18:22:47.000,2016-04-28T18:22:47.000
Traer informacion estudiante - banner,115308,7819,Traer informacion estudiante - banner,7819,Fluxicon Disco,Variant 2,2,2016-04-28T18:22:47.000,2016-04-28T18:22:47.000
Radicar Solicitud Homologacion,115308,7819,Radicar Solicitud Homologacion,7819,Fluxicon Disco,Variant 2,2,2016-04-28T18:23:04.000,2016-04-28T18:22:51.000
Validar solicitud,115308,920,Validar solicitud,920,Fluxicon Disco,Variant 2,2,2016-04-28T19:44:26.000,2016-04-28T18:36:03.000
Homologacion por grupo de cursos,115308,26758,Homologacion por grupo de cursos,26758,Fluxicon Disco,Variant 2,2,2016-05-12T16:47:36.000,2016-05-12T14:03:30.000
End,115308,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-12T16:47:36.000,2016-05-12T16:47:36.000
Start,115309,Start,Start,Start,Fluxicon Disco,Variant 9,9,2016-04-28T18:25:06.000,2016-04-28T18:25:06.000
Traer informacion estudiante - banner,115309,12532,Traer informacion estudiante - banner,12532,Fluxicon Disco,Variant 9,9,2016-04-28T18:25:06.000,2016-04-28T18:25:06.000
Radicar Solicitud Homologacion,115309,12532,Radicar Solicitud Homologacion,12532,Fluxicon Disco,Variant 9,9,2016-04-28T18:25:18.000,2016-04-28T18:25:10.000
Validar solicitud,115309,19019,Validar solicitud,19019,Fluxicon Disco,Variant 9,9,2016-04-28T18:33:27.000,2016-04-28T18:33:27.000
Cancelar Solicitud,115309,12532,Cancelar Solicitud,12532,Fluxicon Disco,Variant 9,9,2016-04-28T18:33:54.000,2016-04-28T18:33:28.000
Notificacion estudiante cancelacion soli,115309,12532,Notificacion estudiante cancelacion soli,12532,Fluxicon Disco,Variant 9,9,2016-04-28T19:03:37.000,2016-04-28T19:03:37.000
End,115309,End,End,End,Fluxicon Disco,Variant 9,9,2016-04-28T19:03:37.000,2016-04-28T19:03:37.000
Start,115310,Start,Start,Start,Fluxicon Disco,Variant 7,7,2016-04-28T18:33:46.000,2016-04-28T18:33:46.000
Traer informacion estudiante - banner,115310,12532,Traer informacion estudiante - banner,12532,Fluxicon Disco,Variant 7,7,2016-04-28T18:33:46.000,2016-04-28T18:33:46.000
Radicar Solicitud Homologacion,115310,12532,Radicar Solicitud Homologacion,12532,Fluxicon Disco,Variant 7,7,2016-04-28T18:33:49.000,2016-04-28T18:33:47.000
Cancelar Solicitud,115310,12532,Cancelar Solicitud,12532,Fluxicon Disco,Variant 7,7,2016-04-28T18:36:37.000,2016-04-28T18:36:14.000
Validar solicitud,115310,19019,Validar solicitud,19019,Fluxicon Disco,Variant 7,7,2016-04-28T18:36:14.000,2016-04-28T18:36:14.000
Notificacion estudiante cancelacion soli,115310,12532,Notificacion estudiante cancelacion soli,12532,Fluxicon Disco,Variant 7,7,2016-04-28T19:04:17.000,2016-04-28T19:04:17.000
End,115310,End,End,End,Fluxicon Disco,Variant 7,7,2016-04-28T19:04:17.000,2016-04-28T19:04:17.000
Start,115311,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T19:06:51.000,2016-04-28T19:06:51.000
Traer informacion estudiante - banner,115311,12532,Traer informacion estudiante - banner,12532,Fluxicon Disco,Variant 1,1,2016-04-28T19:06:51.000,2016-04-28T19:06:51.000
Radicar Solicitud Homologacion,115311,12532,Radicar Solicitud Homologacion,12532,Fluxicon Disco,Variant 1,1,2016-04-28T19:06:54.000,2016-04-28T19:06:54.000
Cancelar Solicitud,115311,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-04-28T19:12:29.000,2016-04-28T19:12:29.000
Notificacion estudiante cancelacion soli,115311,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-04-28T19:27:10.000,2016-04-28T19:27:10.000
End,115311,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-28T19:27:10.000,2016-04-28T19:27:10.000
Start,115312,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-28T19:12:39.000,2016-04-28T19:12:39.000
Traer informacion estudiante - banner,115312,12532,Traer informacion estudiante - banner,12532,Fluxicon Disco,Variant 1,1,2016-04-28T19:12:39.000,2016-04-28T19:12:39.000
Radicar Solicitud Homologacion,115312,12532,Radicar Solicitud Homologacion,12532,Fluxicon Disco,Variant 1,1,2016-04-28T19:12:40.000,2016-04-28T19:12:40.000
Cancelar Solicitud,115312,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-04-28T19:15:56.000,2016-04-28T19:15:56.000
Notificacion estudiante cancelacion soli,115312,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-04-28T19:28:19.000,2016-04-28T19:28:19.000
End,115312,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-28T19:28:19.000,2016-04-28T19:28:19.000
Start,115401,Start,Start,Start,Fluxicon Disco,Variant 15,15,2016-04-28T21:56:51.000,2016-04-28T21:56:51.000
Homologacion por grupo de cursos,115401,1343,Homologacion por grupo de cursos,1343,Fluxicon Disco,Variant 15,15,2016-04-28T23:55:05.000,2016-04-28T21:56:51.000
Traer informacion estudiante - banner,115401,4867,Traer informacion estudiante - banner,4867,Fluxicon Disco,Variant 15,15,2016-04-28T22:30:07.000,2016-04-28T22:30:07.000
Radicar Solicitud Homologacion,115401,4867,Radicar Solicitud Homologacion,4867,Fluxicon Disco,Variant 15,15,2016-04-28T22:30:38.000,2016-04-28T22:30:13.000
Validar solicitud,115401,22475,Validar solicitud,22475,Fluxicon Disco,Variant 15,15,2016-04-28T22:55:19.000,2016-04-28T22:55:19.000
End,115401,End,End,End,Fluxicon Disco,Variant 15,15,2016-04-28T22:55:19.000,2016-04-28T22:55:19.000
Start,115552,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-04-29T14:00:47.000,2016-04-29T14:00:47.000
Traer informacion estudiante - banner,115552,11197,Traer informacion estudiante - banner,11197,Fluxicon Disco,Variant 2,2,2016-04-29T14:00:47.000,2016-04-29T14:00:47.000
Radicar Solicitud Homologacion,115552,11197,Radicar Solicitud Homologacion,11197,Fluxicon Disco,Variant 2,2,2016-04-29T14:00:49.000,2016-04-29T14:00:49.000
Validar solicitud,115552,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-04-29T14:06:14.000,2016-04-29T14:05:10.000
Homologacion por grupo de cursos,115552,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 2,2,2016-04-29T16:04:11.000,2016-04-29T16:04:10.000
End,115552,End,End,End,Fluxicon Disco,Variant 2,2,2016-04-29T16:04:11.000,2016-04-29T16:04:11.000
Start,115554,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-04-29T14:07:37.000,2016-04-29T14:07:37.000
Traer informacion estudiante - banner,115554,8856,Traer informacion estudiante - banner,8856,Fluxicon Disco,Variant 1,1,2016-04-29T14:07:37.000,2016-04-29T14:07:37.000
Radicar Solicitud Homologacion,115554,8856,Radicar Solicitud Homologacion,8856,Fluxicon Disco,Variant 1,1,2016-04-29T14:07:38.000,2016-04-29T14:07:38.000
Cancelar Solicitud,115554,8856,Cancelar Solicitud,8856,Fluxicon Disco,Variant 1,1,2016-04-29T14:13:08.000,2016-04-29T14:13:08.000
Notificacion estudiante cancelacion soli,115554,8856,Notificacion estudiante cancelacion soli,8856,Fluxicon Disco,Variant 1,1,2016-04-29T14:19:04.000,2016-04-29T14:19:04.000
End,115554,End,End,End,Fluxicon Disco,Variant 1,1,2016-04-29T14:19:04.000,2016-04-29T14:19:04.000
Start,115558,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-04-29T17:07:04.000,2016-04-29T17:07:04.000
Traer informacion estudiante - banner,115558,7143,Traer informacion estudiante - banner,7143,Fluxicon Disco,Variant 2,2,2016-04-29T17:07:04.000,2016-04-29T17:07:04.000
Radicar Solicitud Homologacion,115558,7143,Radicar Solicitud Homologacion,7143,Fluxicon Disco,Variant 2,2,2016-04-29T17:08:58.000,2016-04-29T17:07:06.000
Validar solicitud,115558,19019,Validar solicitud,19019,Fluxicon Disco,Variant 2,2,2016-04-29T20:23:38.000,2016-04-29T20:08:11.000
Homologacion por grupo de cursos,115558,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 2,2,2016-05-03T23:09:45.000,2016-05-03T18:27:45.000
End,115558,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T23:09:45.000,2016-05-03T23:09:45.000
Start,115701,Start,Start,Start,Fluxicon Disco,Variant 92,92,2016-04-30T23:06:50.000,2016-04-30T23:06:50.000
Traer informacion estudiante - banner,115701,2981,Traer informacion estudiante - banner,2981,Fluxicon Disco,Variant 92,92,2016-04-30T23:06:50.000,2016-04-30T23:06:50.000
Radicar Solicitud Homologacion,115701,2981,Radicar Solicitud Homologacion,2981,Fluxicon Disco,Variant 92,92,2016-04-30T23:06:56.000,2016-04-30T23:06:56.000
Radicar Solicitud Homologacion,115701,2981,Radicar Solicitud Homologacion,2981,Fluxicon Disco,Variant 92,92,2016-05-03T00:08:09.000,2016-05-02T23:24:18.000
Validar solicitud,115701,677,Validar solicitud,677,Fluxicon Disco,Variant 92,92,2016-05-11T17:23:41.000,2016-05-11T17:15:27.000
Homologacion por grupo de cursos,115701,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 92,92,2016-05-12T17:47:02.000,2016-05-12T17:29:59.000
End,115701,End,End,End,Fluxicon Disco,Variant 92,92,2016-05-12T17:47:02.000,2016-05-12T17:47:02.000
Start,115801,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-01T16:10:12.000,2016-05-01T16:10:12.000
Traer informacion estudiante - banner,115801,15315,Traer informacion estudiante - banner,15315,Fluxicon Disco,Variant 1,1,2016-05-01T16:10:12.000,2016-05-01T16:10:12.000
Radicar Solicitud Homologacion,115801,15315,Radicar Solicitud Homologacion,15315,Fluxicon Disco,Variant 1,1,2016-05-01T16:10:19.000,2016-05-01T16:10:19.000
Cancelar Solicitud,115801,6694,Cancelar Solicitud,6694,Fluxicon Disco,Variant 1,1,2016-05-01T16:21:17.000,2016-05-01T16:21:17.000
Notificacion estudiante cancelacion soli,115801,6694,Notificacion estudiante cancelacion soli,6694,Fluxicon Disco,Variant 1,1,2016-05-02T12:54:05.000,2016-05-02T12:54:05.000
End,115801,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-02T12:54:05.000,2016-05-02T12:54:05.000
Start,115851,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-01T14:22:14.000,2016-05-01T14:22:14.000
Traer informacion estudiante - banner,115851,11515,Traer informacion estudiante - banner,11515,Fluxicon Disco,Variant 1,1,2016-05-01T14:22:14.000,2016-05-01T14:22:14.000
Radicar Solicitud Homologacion,115851,11515,Radicar Solicitud Homologacion,11515,Fluxicon Disco,Variant 1,1,2016-05-01T14:22:18.000,2016-05-01T14:22:18.000
Cancelar Solicitud,115851,1707,Cancelar Solicitud,1707,Fluxicon Disco,Variant 1,1,2016-05-01T14:43:47.000,2016-05-01T14:42:37.000
Notificacion estudiante cancelacion soli,115851,1707,Notificacion estudiante cancelacion soli,1707,Fluxicon Disco,Variant 1,1,2016-05-02T16:10:19.000,2016-05-02T16:10:19.000
End,115851,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-02T16:10:19.000,2016-05-02T16:10:19.000
Start,115951,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-01T20:12:47.000,2016-05-01T20:12:47.000
Traer informacion estudiante - banner,115951,8022,Traer informacion estudiante - banner,8022,Fluxicon Disco,Variant 2,2,2016-05-01T20:12:47.000,2016-05-01T20:12:47.000
Radicar Solicitud Homologacion,115951,8022,Radicar Solicitud Homologacion,8022,Fluxicon Disco,Variant 2,2,2016-05-01T20:12:54.000,2016-05-01T20:12:54.000
Validar solicitud,115951,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-05-01T21:33:30.000,2016-05-01T20:24:53.000
Homologacion por grupo de cursos,115951,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 2,2,2016-05-13T23:46:15.000,2016-05-13T21:37:40.000
End,115951,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-13T23:46:15.000,2016-05-13T23:46:15.000
Start,116051,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-01T20:05:04.000,2016-05-01T20:05:04.000
Traer informacion estudiante - banner,116051,11961,Traer informacion estudiante - banner,11961,Fluxicon Disco,Variant 1,1,2016-05-01T20:05:04.000,2016-05-01T20:05:04.000
Radicar Solicitud Homologacion,116051,11961,Radicar Solicitud Homologacion,11961,Fluxicon Disco,Variant 1,1,2016-05-01T20:05:09.000,2016-05-01T20:05:09.000
Cancelar Solicitud,116051,11961,Cancelar Solicitud,11961,Fluxicon Disco,Variant 1,1,2016-05-01T22:53:17.000,2016-05-01T21:05:47.000
Notificacion estudiante cancelacion soli,116051,11961,Notificacion estudiante cancelacion soli,11961,Fluxicon Disco,Variant 1,1,2016-05-20T18:30:26.000,2016-05-20T18:30:26.000
End,116051,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-20T18:30:26.000,2016-05-20T18:30:26.000
Start,116201,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T03:34:51.000,2016-05-02T03:34:51.000
Traer informacion estudiante - banner,116201,3003,Traer informacion estudiante - banner,3003,Fluxicon Disco,Variant 2,2,2016-05-02T03:34:51.000,2016-05-02T03:34:51.000
Radicar Solicitud Homologacion,116201,22491,Radicar Solicitud Homologacion,22491,Fluxicon Disco,Variant 2,2,2016-05-02T04:00:37.000,2016-05-02T03:34:55.000
Validar solicitud,116201,677,Validar solicitud,677,Fluxicon Disco,Variant 2,2,2016-05-05T17:15:08.000,2016-05-05T16:42:27.000
Homologacion por grupo de cursos,116201,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 2,2,2016-05-12T17:57:01.000,2016-05-12T17:24:16.000
End,116201,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-12T17:57:01.000,2016-05-12T17:57:01.000
Start,116253,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-05-02T17:34:11.000,2016-05-02T17:34:11.000
Traer informacion estudiante - banner,116253,6572,Traer informacion estudiante - banner,6572,Fluxicon Disco,Variant 1,1,2016-05-02T17:34:11.000,2016-05-02T17:34:11.000
Radicar Solicitud Homologacion,116253,6572,Radicar Solicitud Homologacion,6572,Fluxicon Disco,Variant 1,1,2016-05-02T17:34:20.000,2016-05-02T17:34:14.000
Cancelar Solicitud,116253,6572,Cancelar Solicitud,6572,Fluxicon Disco,Variant 1,1,2016-05-02T17:40:44.000,2016-05-02T17:40:42.000
Notificacion estudiante cancelacion soli,116253,6572,Notificacion estudiante cancelacion soli,6572,Fluxicon Disco,Variant 1,1,2016-05-02T17:43:40.000,2016-05-02T17:43:40.000
End,116253,End,End,End,Fluxicon Disco,Variant 1,1,2016-05-02T17:43:40.000,2016-05-02T17:43:40.000
Start,116254,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T17:51:01.000,2016-05-02T17:51:01.000
Traer informacion estudiante - banner,116254,6572,Traer informacion estudiante - banner,6572,Fluxicon Disco,Variant 2,2,2016-05-02T17:51:01.000,2016-05-02T17:51:01.000
Radicar Solicitud Homologacion,116254,6572,Radicar Solicitud Homologacion,6572,Fluxicon Disco,Variant 2,2,2016-05-02T17:51:09.000,2016-05-02T17:51:05.000
Validar solicitud,116254,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-02T17:55:36.000,2016-05-02T17:55:05.000
Homologacion por grupo de cursos,116254,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-02T19:47:34.000,2016-05-02T18:27:04.000
End,116254,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-02T19:47:34.000,2016-05-02T19:47:34.000
Start,116255,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T17:56:59.000,2016-05-02T17:56:59.000
Traer informacion estudiante - banner,116255,6572,Traer informacion estudiante - banner,6572,Fluxicon Disco,Variant 2,2,2016-05-02T17:56:59.000,2016-05-02T17:56:59.000
Radicar Solicitud Homologacion,116255,6572,Radicar Solicitud Homologacion,6572,Fluxicon Disco,Variant 2,2,2016-05-02T17:57:04.000,2016-05-02T17:57:01.000
Validar solicitud,116255,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-02T18:00:54.000,2016-05-02T18:00:29.000
Homologacion por grupo de cursos,116255,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-02T19:46:33.000,2016-05-02T18:26:07.000
End,116255,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-02T19:46:33.000,2016-05-02T19:46:33.000
Start,116264,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T23:10:44.000,2016-05-02T23:10:44.000
Traer informacion estudiante - banner,116264,22529,Traer informacion estudiante - banner,22529,Fluxicon Disco,Variant 2,2,2016-05-02T23:10:44.000,2016-05-02T23:10:44.000
Radicar Solicitud Homologacion,116264,22529,Radicar Solicitud Homologacion,22529,Fluxicon Disco,Variant 2,2,2016-05-02T23:11:27.000,2016-05-02T23:10:45.000
Validar solicitud,116264,6767,Validar solicitud,6767,Fluxicon Disco,Variant 2,2,2016-05-03T00:38:42.000,2016-05-02T23:53:36.000
Homologacion por grupo de cursos,116264,6954,Homologacion por grupo de cursos,6954,Fluxicon Disco,Variant 2,2,2016-05-11T21:58:55.000,2016-05-11T20:58:55.000
End,116264,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-11T21:58:55.000,2016-05-11T21:58:55.000
Start,116266,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T23:42:37.000,2016-05-02T23:42:37.000
Traer informacion estudiante - banner,116266,6369,Traer informacion estudiante - banner,6369,Fluxicon Disco,Variant 2,2,2016-05-02T23:42:37.000,2016-05-02T23:42:37.000
Radicar Solicitud Homologacion,116266,6369,Radicar Solicitud Homologacion,6369,Fluxicon Disco,Variant 2,2,2016-05-02T23:43:21.000,2016-05-02T23:42:37.000
Validar solicitud,116266,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-05-03T00:28:54.000,2016-05-03T00:27:21.000
Homologacion por grupo de cursos,116266,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-05-03T18:15:49.000,2016-05-03T16:00:40.000
End,116266,End,End,End,Fluxicon Disco,Variant 2,2,2016-05-03T18:15:49.000,2016-05-03T18:15:49.000
Start,116267,Start,Start,Start,Fluxicon Disco,Variant 2,2,2016-05-02T23:57:24.000,2016-05-02T23:57:24.000
